-7.257666743134905118e-01,2.276305646955734119e-02,1.000000000000000000e+00
-8.112730906323122326e-01,3.552440931525779888e-02,1.000000000000000000e+00
-7.637942957444465719e-01,1.847136857395526022e-02,1.000000000000000000e+00
-7.203024864174949471e-01,5.648945742723299190e-02,1.000000000000000000e+00
-3.156304386848205468e-01,4.895839005257585086e-01,-1.000000000000000000e+00
-1.913344845697793062e-01,5.498491502603428671e-01,-1.000000000000000000e+00
-5.818058364238822833e-01,3.111190724303014576e-02,1.000000000000000000e+00
-7.754402845457661897e-01,5.712168355239555240e-02,1.000000000000000000e+00
-5.880185218538827030e-01,3.595914950346923433e-02,1.000000000000000000e+00
-6.037182822983595543e-01,4.166139821900287643e-01,-1.000000000000000000e+00
-5.559164917212910950e-01,2.404565994511358440e-01,-1.000000000000000000e+00
-8.451926297129830346e-01,9.591627513873390853e-02,1.000000000000000000e+00
-6.295207641906017670e-01,2.988723040434706490e-01,-1.000000000000000000e+00
-7.659765584830893204e-01,3.571648130309768021e-02,1.000000000000000000e+00
-4.358857730928775709e-01,3.496266390980053984e-01,-1.000000000000000000e+00
-4.298497465715627186e-01,3.395703696587588638e-01,-1.000000000000000000e+00
1.754395868392748525e-01,6.965197052813891787e-01,-1.000000000000000000e+00
-6.445238123087619897e-01,3.251979664855753072e-01,-1.000000000000000000e+00
-7.119407163600044441e-01,9.238416854896058794e-02,1.000000000000000000e+00
-6.654634023507242091e-01,1.115531413088319823e-01,1.000000000000000000e+00
-7.558903897661366500e-01,5.993508773099165410e-02,1.000000000000000000e+00
-6.341976797634742979e-01,8.900481206455879146e-02,1.000000000000000000e+00
-7.077967862660443643e-01,9.184258828099700622e-02,1.000000000000000000e+00
-7.306704950206039939e-01,2.790333632583497092e-02,1.000000000000000000e+00
-5.450843311991775408e-01,3.006339063140330836e-01,-1.000000000000000000e+00
-6.698436045517155435e-01,4.276994360407115892e-02,1.000000000000000000e+00
-7.850243132270406932e-01,2.294937387923710048e-01,1.000000000000000000e+00
-8.004721563374914695e-01,2.944912276143440977e-02,1.000000000000000000e+00
-7.313349231453685206e-01,1.975149275131116156e-02,1.000000000000000000e+00
-2.908755798925994895e-01,4.256069252005545422e-01,-1.000000000000000000e+00
-5.815912585894693621e-01,3.914398730121320114e-01,-1.000000000000000000e+00
-7.460336509611806832e-01,2.136149087164085358e-02,1.000000000000000000e+00
-7.872517560026608407e-01,6.087864981964230537e-03,1.000000000000000000e+00
-5.250564102407224709e-01,2.923919840177404694e-01,-1.000000000000000000e+00
-7.240718177126836963e-01,6.180929428956005722e-02,1.000000000000000000e+00
-6.566683403816568898e-01,4.310863288628752343e-02,1.000000000000000000e+00
-7.735176578607934061e-01,6.817780527489958331e-02,1.000000000000000000e+00
-3.955825843131606234e-01,5.003439896499912720e-01,-1.000000000000000000e+00
-7.838726005138596520e-01,8.626353499130345881e-02,1.000000000000000000e+00
-3.838329549689660780e-01,4.141316836903570220e-01,-1.000000000000000000e+00
-7.980493499926524237e-01,1.734475624107290059e-01,1.000000000000000000e+00
-6.563373483586474322e-01,1.187528001464670524e-01,1.000000000000000000e+00
-7.447302563596167602e-01,9.901338942290749401e-02,1.000000000000000000e+00
-4.327145561546785757e-01,3.845217441557906568e-01,-1.000000000000000000e+00
-5.483080240810522810e-01,8.408975836937315762e-02,1.000000000000000000e+00
-5.546658434177516028e-01,1.395253277441952378e-01,1.000000000000000000e+00
-8.153227956863702275e-01,7.501253004011232406e-02,1.000000000000000000e+00
-7.653775499784387648e-01,2.655926486477255821e-02,1.000000000000000000e+00
-8.174258688686677488e-01,3.438855945205432363e-02,1.000000000000000000e+00
-1.111924676715716487e-01,5.999412707569717895e-01,-1.000000000000000000e+00
-2.772663332125375746e-01,5.111655539694766048e-01,-1.000000000000000000e+00
